DP04_0001E,DP03_0120PE,DP05_0001E,DP03_0119PE,zip code tabulation area
15332,26.2,34545,14.9,28677
1060,17,1740,4.9,28679
478,18,560,5.6,28702
9159,9.9,19060,4.7,28704
3051,24.3,9284,15.9,28174
0,-666666666,0,-666666666,28019
1520,20,3555,10.9,28033
10055,29.8,21075,17.7,28043
11114,25.6,25037,14.3,28086
17218,25.4,39710,15.9,28092
1971,16.3,5999,8.2,28135
4432,12.4,9912,7.3,28138
10708,22.9,25348,16.9,28152
1315,29.4,2908,24.1,28159
5661,35.6,11861,22.8,28170
22057,13.4,48304,8.5,28210
17534,10.1,43046,7.5,28262
3967,13,6725,10.1,28204
16394,33.3,39700,22.1,28208
16939,8.6,39631,5.1,28226
16898,26.1,36404,14.9,28304
17322,19.6,41944,13.6,28306
7284,15.8,16192,9.6,28327
11309,28.9,24780,17.7,28334
5950,39.5,10019,23.6,28337
657,44.6,1404,16,28343
534,14,1426,11.3,28363
9948,2.6,17190,2.4,28374
17286,19.7,44328,14.8,28376
884,49.2,2106,24.6,28393
1315,38.4,2620,22.7,28396
18895,16.1,38213,8.5,28412
1578,35.2,3737,21.9,28453
8330,25.6,6128,6.5,28469
250,0,322,0,28520
7390,14.7,15623,12.6,28539
6525,21.1,15104,12.2,28551
2229,33.8,4767,17.5,28555
3021,29.6,7477,14.4,28572
1201,52.7,1767,21.6,28615
934,24.4,1464,11.1,28623
2338,28,5230,14.6,28634
6928,19.3,8701,9.8,28657
271,16.7,577,4.5,28671
5825,17.5,8704,10.6,28713
528,0,1222,0,28766
9395,15.8,18141,9.3,28779
1302,43.9,1809,11.5,28783
20866,18.3,48775,12.2,28540
1279,15.9,2877,8.4,28521
2596,34,6858,16.8,28578
1372,54.7,3018,36.8,28526
1932,7.6,2769,5.4,28571
1884,0,484,3,28575
1792,42.6,3674,26.7,28585
123,0,182,0,28589
10078,15.3,24613,8.9,28590
939,12.1,1689,8.4,28606
2623,5.8,5788,3.9,28609
4258,11.1,10120,7.4,28610
12537,6.6,27460,4.8,28031
3847,20.6,7738,10.2,28040
16880,20.8,37335,11.8,28054
995,21.8,1909,12.5,28091
52,0,68,0,28102
8828,18,20007,11.8,28630
1591,27.9,3162,14.2,28635
21797,25.2,46604,14.8,28645
4793,18.1,11106,9.8,28650
843,5.5,1878,6,28660
4108,19.6,9125,13.1,28690
998,24.5,1819,14.6,28693
1386,47.6,2247,18.7,28698
21,-666666666,55,0,28725
17487,21.3,26935,12.1,28734
433,0,293,0,28735
5484,19.7,3748,8.9,28741
5249,11.1,9937,6.4,28753
2303,9.8,4715,5.6,28756
1114,18.4,2187,22.8,29056
2082,11.9,4671,11.4,29058
2740,31.6,5615,19.9,29059
1042,28.7,1609,19.9,29834
3856,58.6,6112,13.9,29835
67,0,155,2.6,29844
3175,37.7,6408,20.4,29853
6648,11.9,15762,6.1,29860
120,0,197,11.6,29921
2145,20.8,4299,12.5,29924
558,23.2,1150,13.5,29934
356,25.2,800,28.3,29592
49,40,79,6.9,29594
6336,24.4,11902,13,29601
6345,30.4,13006,20.1,29620
486,34.1,1642,19.9,29639
7929,12.4,17642,8.1,29671
10921,29.7,22658,17.4,29678
9108,25.9,19419,17.2,29706
12185,10.2,32066,7,29715
1685,26,4308,19.3,29718
19748,24.9,47797,14.6,29720
2894,27,8253,15.5,29824
1783,25.4,4127,12.8,29827
719,41.1,983,15,29845
508,32.1,803,21.6,29922
13351,23.6,25875,9.8,29926
125,66.7,221,58.3,29932
8729,13,22609,7.7,29420
1444,0.9,3085,0.9,29429
716,0,915,8.4,29446
2297,40.5,4231,23.9,29436
3436,9.3,2510,2.9,29438
21935,15.9,60033,10.8,29445
14496,5.7,22024,3.1,29455
1128,49,2197,26,29468
1136,58,2016,22.6,29475
898,27.8,2375,15.9,29729
24552,12.7,58571,7.8,29732
1085,29.2,2599,13.8,29742
785,33.1,1593,10.9,29819
748,5.4,1558,4.1,29821
2383,35.5,5247,19.3,29832
214,0,405,0,29836
292,20,446,10.1,29082
602,51.5,1375,27.7,29104
2392,23.1,5271,12.7,29128
1456,5.8,2855,7.6,29129
451,14.3,408,3.8,29838
14636,23.1,32470,14.6,29841
778,1.9,1690,11.4,29911
1961,35.7,5711,22.2,29918
6708,23,11693,8.4,29920
3637,46.6,9675,24.5,29927
12785,1.9,34082,2.1,29708
682,8,1553,5.4,29726
4808,31.5,9722,20.2,29728
18317,11.8,38920,5,29803
2535,8.6,5924,10.9,29805
1286,30.9,2568,19.3,29809
854,51.6,2372,31.5,29163
3909,21.7,9709,13.6,29172
7165,33.4,14230,16.2,29180
0,-666666666,11895,-666666666,29207
6673,27.5,15562,16.6,29325
5447,13.8,13648,8.9,29334
13,-666666666,26,0,29338
1279,28.4,2068,21.9,29009
850,22.3,1691,20.3,29015
7661,5.5,21259,4.3,29016
6901,17.3,17393,11.7,29078
9123,35.8,17170,19.9,29102
434,31.5,1098,19.9,29105
13949,39.4,28744,23.6,29115
1266,26.9,2159,13.3,29125
3984,20.6,8387,10.9,29135
460,28,1075,17.4,29145
12501,18.4,28666,11.1,29154
229,63.2,546,29.8,29175
10252,29.4,21242,18.2,29201
18824,21.4,40305,12.5,29210
1704,26.2,2511,17.1,29332
13005,14.8,30751,9.1,29349
32,57.1,75,42.1,29375
492,0,1402,0,29377
1967,25.6,4767,15.9,29032
2102,21.6,3263,19.4,29047
6011,15.1,14605,10.8,29061
2666,24.2,4145,14.3,29384
253,0,456,0,29434
17300,16,34315,7.5,29407
11054,26.3,22832,14.4,29418
1678,19,3594,9.3,29432
1216,20.5,3191,10.2,29437
15972,26.7,37497,16.1,31405
14894,17.2,35457,10.1,31406
4512,4,8875,2.8,31411
738,44.4,1130,13.8,31796
2817,23.3,5487,14.3,31803
2166,27,5180,20.5,31806
2714,4.5,6961,3,31808
2502,5,6272,2.4,31811
1501,13.8,3556,12.6,31831
9335,53.2,19255,34.8,31903
4372,8.7,18110,8.2,31905
369,29.3,694,13.1,31011
10051,41.2,21549,26.5,31015
12192,30.1,28391,20.4,31021
5100,39.2,12322,20.7,31036
286,0,566,0,31038
741,41.9,1361,26.2,31058
550,40.1,1193,22,31065
115,36,252,20,31067
613,33.7,1217,16.6,31094
1191,30.5,3339,20.2,31775
477,11.1,855,7.7,31789
761,30.3,1788,31,31790
338,0,843,0,31798
2792,19.2,5929,7.3,31822
6427,11.1,17530,9.3,31005
762,38,3099,24.8,31012
5557,25.9,13265,17.2,31014
945,21.8,1913,9.6,31017
4710,38.3,8966,23,31027
538,32.8,1261,25.4,31035
1428,32.9,3198,16.9,31046
439,30.7,861,20.7,31050
20248,26.4,43762,15,31061
5468,38.4,8685,17.9,31087
1720,43.3,5079,24.3,31068
8183,16.4,20167,9.8,31069
60,0,72,0,31081
3072,30,7046,16.5,31096
652,8.2,1656,5.1,31097
7779,29.6,15488,15.3,31211
175,-666666666,432,0,31318
6197,31.4,14541,20.8,31516
1612,22.3,3474,15.3,31519
12137,1,16402,3.1,31522
12628,24.9,29803,14.7,31525
2742,24.1,8103,15.9,31546
8279,20.3,21146,12.1,31548
1070,11.7,3649,10.5,31098
7269,7.7,20297,5.6,31312
331,-666666666,187,0,31327
3998,2.3,10815,1.9,31820
1038,36.7,2238,22.2,31826
1109,18.8,2174,9.5,31827
757,-666666666,568,0,31527
10472,35.2,20742,25.4,31906
350,18.3,842,5.2,31567
5805,14.9,13650,6.9,31523
1256,16.7,3170,14.9,31542
424,45.3,963,29.3,31551
1282,40.5,3543,23.7,31606
2409,30.8,5053,28.2,31645
490,23.7,912,12.6,31648
405,16.4,967,17.4,31711
4108,34.1,8419,22.5,31730
689,47.9,715,25.6,31735
907,19.1,1935,12.5,31738
8464,37,18322,25,31750
1237,21.7,2774,10.5,31765
5291,38.4,12138,21.3,31791
11261,32.3,27308,22.2,31794
1528,35.6,3240,16.4,31801
158,100,234,44.9,31814
474,37.8,801,38,31550
15452,19.9,36304,12.6,31602
525,48.2,1468,31.3,31624
201,67.5,560,52.3,31630
2774,29.1,6602,22.5,31635
479,6.7,1492,16.1,31066
1223,38.3,2677,21.9,31075
1710,29.6,3414,22.3,31076
4664,32,9636,21,31082
2343,40.3,4695,24.5,31089
12932,29.6,28140,20.7,31093
4422,25.1,10640,20.8,31636
9407,47,18584,32.3,31701
627,20,1084,13.5,31712
1770,20.3,3547,12.4,31773
1130,20.2,2316,12.1,31778
3411,30.7,9998,16.4,31779
631,23.2,1317,12.8,31009
7931,10.3,10433,5.9,32407
1552,33.3,987,5.6,32410
5912,29.1,13480,18.7,32425
497,45.5,926,24.9,32427
2219,28.4,3975,16.1,32431
600,19.1,2525,13.5,32445
5315,36,11557,18.8,32501
16100,9,36300,4.6,32526
11394,4.2,27632,5,32533
10494,15.6,29265,10,32539
1863,19.4,4364,10.1,32580
2507,37.9,4700,10.3,32668
19554,19.7,50992,12.9,32703
1752,14.9,3764,6.6,32744
1433,25.1,3273,13.5,32767
14629,25.1,39384,16.4,32810
18058,26.1,55586,17.6,32818
3093,17.4,9240,12.9,32820
4097,1.2,9421,1.2,32827
7613,43.8,15741,28.1,32922
11436,12.4,26687,7.5,32927
1209,0,2629,4.3,32949
2237,29.6,5659,17.5,32145
9898,30.4,23768,16,32060
1233,12.9,2254,7,32094
780,0,854,6.1,32139
5494,37.3,10450,24.2,32148
11742,2.6,10502,3,32169
1499,36.9,3934,18.4,32180
778,0,2186,13.4,32187
482,33.7,1089,12.5,32190
9391,18.7,19411,10.2,32217
4760,11.3,11931,11.4,32219
16966,9.3,38651,5.4,32257
13383,2.8,31990,3,32258
16664,2.7,49969,2.3,32259
7761,35.8,15864,22,32310
9112,4.3,21038,2.6,32311
2013,34.8,4269,18.5,32331
876,41.2,1373,19.8,32336
159,42.9,224,18.6,32355
1003,2.8,3374,2.1,32403
14649,38.8,32194,21.2,32208
17101,53.6,35436,37.2,32209
10644,18.3,14629,9.7,32176
11740,29.9,26377,19.3,32177
27063,23.5,61496,14.7,32210
14720,8.9,26956,5.3,32250
13294,14.8,32029,10.5,32277
2112,15.3,3832,12.1,32320
1687,7.1,1769,2.7,32346
7225,47.3,18643,27,32351
8935,8.8,22374,7.9,32025
3779,15.2,9426,11.2,32046
3987,29,11724,16.9,32054
21170,16.4,57226,12.2,32068
2697,42.5,5366,32.7,32113
20037,10.4,34928,5.9,32034
6943,26.9,17114,16.1,32055
122,44.4,457,19.2,32061
2415,32.7,7664,26,32066
1599,27.4,3856,18.4,32071
298,-666666666,461,11.3,32079
3577,19.7,8009,14.1,32110
11838,20.6,22398,10.8,32119
1792,22,5823,15.1,32124
18984,24.2,30135,6.6,32159
4699,26.1,8075,16.5,32179
1363,25.4,2268,10.8,32181
16727,27.8,35917,16,32207
5268,22.1,13179,11.4,32220
11079,14.7,24473,7.9,32233
22446,14.1,51275,8.9,32246
15536,18.5,30712,13.4,32301
2534,20.4,6277,14.6,32321
1993,40.9,4726,24.4,32324
3101,32.2,3032,14.8,32328
339,37.2,828,24.8,32330
641,41.9,1315,20.7,32332
1052,1.9,2088,4,32334
7091,23.2,17179,16.8,32428
1734,3.2,3132,8.5,32442
617,7.6,1064,6,32430
0,-666666666,0,-666666666,32432
4955,18.4,9964,9.2,32439
1720,35.9,3322,20.9,32443
0,-666666666,161,-666666666,32447
3507,16.3,8179,11.8,32465
9474,14.2,23426,9.1,32536
13200,30.2,21315,14,32548
5353,8.7,12971,3.9,32569
13469,4.5,32864,3.3,32312
1936,13.9,4321,6.4,32577
13660,8,32833,4.1,32578
2257,29.3,7195,31.5,32603
2393,34.6,5326,16.6,32619
576,0,570,0,32648
31,-666666666,47,0,32681
18117,12.4,44826,7.4,32708
15745,25.9,36047,12,32724
2174,8.2,4673,4.4,32735
1516,13.2,3188,10.8,32764
11244,12.6,21406,6.6,32778
12303,1.6,14790,2.8,32963
160,-666666666,204,61.5,32970
725,8.4,1184,13.5,32350
17179,15.9,40029,9.9,32404
1215,30.5,1983,14.9,32420
2638,13.4,7182,10.9,32424
2328,26,4514,17.5,32455
6827,28.1,14524,10.9,32534
1903,15.7,3641,14.7,32462
2416,3.9,6450,8,32466
18816,18.4,44759,9.7,32514
1695,18.7,3104,10.3,32567
11245,7.4,24684,4.1,32605
15239,21.5,30624,14.4,32607
485,2.7,1004,2.2,32622
122,17.2,376,12.7,32658
5495,22.6,12363,13.7,32696
1622,29.1,2793,15.6,32702
9908,25,22377,14.4,32726
2738,24.6,5991,15.3,32730
3993,9.1,9922,4.7,32736
13266,13.5,26679,7,32757
1551,28.8,2787,18.2,32759
11429,5.2,29737,4,32779
23744,13.2,50991,9.4,32792
7389,7.1,19888,5.7,32829
6954,6.1,14090,3.8,32903
13218,10.9,31206,6.7,32904
16701,13.4,44097,7.7,32907
10914,5.9,17868,4.6,32966
13611,18.2,27676,7.7,32958
11414,16.3,20960,8.9,32960
2699,8.3,5735,6.5,32531
15879,17.3,33339,9,32547
6465,3.5,9305,1.6,32561
2473,3.5,4826,2.8,32565
13221,18.8,30768,9.9,32570
221,-666666666,123,0,32639
10776,2.2,23766,2.7,32606
6464,21,14630,10.1,32615
1767,23.3,3937,16.1,32617
6166,12.6,13168,5.9,32653
5971,30.3,10111,17.5,32680
5081,20.8,12186,14.1,32693
16285,21.8,30415,9.3,32127
5426,9.6,7933,3.8,32136
638,53.8,718,17,32193
1438,5.7,2986,8,32195
10850,14.6,30227,9.7,32221
21797,7.3,54496,5.4,32225
2526,12.5,5780,8.1,32234
24471,22.2,60712,13.2,32244
5868,36.7,13039,27.3,32254
13502,5.7,27126,4,32937
13098,24.8,34306,16.3,32807
8866,24.4,10181,8.1,32920
492,10.3,1506,8.2,32925
7218,4,12029,3.4,32951
23497,21.1,50436,11.9,32303
11094,13.5,28319,7.7,32327
1402,8.2,3301,7.6,32343
112,0,256,8.3,32361
0,-666666666,0,-666666666,32399
4168,15.6,10191,9.4,32409
13987,9.1,15400,3.7,32459
1753,25.5,5831,14,32460
69,60,171,46.3,32463
2921,19.3,7570,11.4,32040
1115,13,1824,7,32044
3945,39.2,8054,19.7,32112
745,62.9,1393,19,32140
258,32.3,556,37.6,32147
632,7,5381,4.3,32508
2066,15.6,5694,5.6,32535
945,10.1,3081,9.7,32542
9900,16.5,28585,8.4,32583
9753,32.1,18579,23.1,32601
4476,41.4,8784,24.6,32626
4984,15.8,11207,8.9,32643
6603,23.3,14433,13.1,32656
285,0,538,5,32664
3464,20.1,7147,13.1,32666
161,45.8,334,41.5,32697
18548,14.7,48008,8.1,32725
9717,9.9,22073,6.3,32751
10248,12.5,23098,9.2,32763
5420,5.2,17252,4.5,32766
1584,19.7,2595,3.4,32798
9140,35.9,20695,24.9,32805
13283,18,35317,10.3,32817
22728,32.3,52371,22.4,32839
2180,25,7908,15.8,32948
9808,7.4,20732,3.7,32952
11475,20.5,24181,10.8,32953
17722,6.6,39127,6,32955
10456,17.1,21111,8.9,32967
1241,12.7,2465,17.4,32059
3451,39.4,9704,25.4,32052
1488,43.9,4585,23.3,32058
4623,20.3,10103,11.9,32038
1819,15,2195,10.1,32102
16303,42,32923,24.8,32114
12436,28.2,24602,18.2,32117
15818,21.8,17349,8.8,32118
3720,10.1,7514,5.4,32132
22051,18.8,43813,8.2,32137
25016,10.2,50869,5.1,32174
4499,42.8,7507,22.8,32204
14754,29.7,29499,17.9,32205
14824,22,34607,14.8,32211
17780,28,38073,16.2,32216
17585,6.2,43751,3.8,32224
6330,4.5,16013,6.4,32226
451,100,422,34.8,32323
3644,27.1,7795,15.9,32347
17382,20.9,18141,10.4,32408
6409,14.4,8437,8.5,32456
10163,18.2,23080,9.8,32504
13401,28.3,24965,10.8,32505
16080,15.1,36923,9.1,32506
17706,15,31288,8.5,32507
16570,10,18908,5.9,32541
1203,13.2,2931,9.2,32564
1212,36.5,2735,12.8,32568
4649,17.2,10187,6.7,32579
8216,21.7,19906,14.1,32609
1667,34.1,5040,19,32628
5433,6.4,13098,3.9,32669
688,0,274,28.7,32692
11503,17.6,21997,9.6,32701
895,0,1986,2.4,32709
2782,26.2,4538,14.8,32008
1514,30,3139,27.8,32053
2474,0,1162,16.3,32359
11282,35.3,22566,21.5,32401
17644,13.1,14619,7.3,32413
540,14.9,1025,8.9,32423
463,41.6,914,24.9,32426
4680,27.5,8480,22,32448
13470,20.1,34520,10.6,32503
338,5.9,2003,5.1,32544
13465,12.2,35388,7.6,32571
23752,18.7,48905,13.4,32608
2555,16.3,5394,10.6,32621
5647,22.9,10790,10.1,32640
59,83.3,140,71.4,32683
2394,14.9,4764,10.8,32686
9095,13.2,20697,6.1,32713
17289,16.9,37223,11,32714
5340,19.7,12313,10.7,32784
12708,6.2,26568,4.1,32789
10072,34.3,20948,16.3,32796
12478,18,27768,10.4,32806
22489,16.1,61550,11,32825
8895,21.5,36464,12,32826
1978,43.1,3473,25.7,32438
2208,7,5256,3.8,32421
7495,39.3,17586,21.7,32433
379,56,921,36,32437
8934,9.4,21730,5.1,32444
4725,19.9,11303,13.5,32446
319,0,637,0,32449
1100,27.1,2085,6.9,32062
158,-666666666,299,20.9,32072
16568,15.5,41863,8.8,32073
15723,21.4,34892,12.6,32084
13196,6.7,29568,5.3,32086
3931,9.8,10006,8,32095
1348,36.2,2179,15.7,32096
7129,13.8,18518,9.6,32097
8505,15.6,18828,8.8,32141
256,0,202,0,32157
18784,13.5,45207,7.4,32164
13796,10.2,27186,6.2,32168
4023,60.8,5611,24.4,32189
2280,63.5,6165,31.9,32202
256,17.7,2499,16.5,32212
5503,20,10506,8.6,32333
4910,39.4,11294,23.3,32340
5892,21,12360,12.2,32344
1418,5.7,1889,6.1,32358
6713,34.8,9001,6.3,32976
1095,10.2,2454,11.4,32694
5324,29.1,10436,11,32754
8951,38.8,12174,19.4,32801
11142,7.7,19583,3.8,32803
17581,23,41246,16.8,32811
15300,21.7,35101,13.3,32812
12057,23.9,17374,12.8,32821
9917,13.5,24952,9.6,32043
2344,37.2,5581,13.9,32130
1370,3.2,3821,2.1,32009
5644,12.3,13805,8.3,32011
8007,16.2,19378,7.9,32024
5145,16.2,13840,11,32063
15558,2.1,30898,2.9,32082
597,19.9,3563,15.7,32083
1619,17.1,5979,10.7,32087
6721,29,15311,17.5,32091
13572,4.4,34642,3.3,32092
5908,34.7,7376,21.2,32134
8911,39,16500,26.8,32206
23613,16.2,61846,10.7,32218
4133,22.8,9772,10.6,32222
10146,9.2,24039,5.6,32223
589,6.1,3087,5.2,32227
22815,12.2,45688,6.8,32256
20391,41.3,47787,30.6,32304
11188,6.9,22441,5.6,32308
12933,25,24772,15.3,32901
9975,22.3,22350,13.2,32926
17551,4,39396,3.8,32940
1798,20.7,4222,5.7,32950
5291,7.1,14015,3.1,32968
16319,14.9,35369,9.9,32707
3390,13.4,8058,8.8,32618
8885,5.8,17653,4.5,32804
10931,9.8,14118,3.3,32931
17416,10.8,46662,5.7,32712
14175,12.7,31819,8.8,32720
2157,7.8,4809,3.2,32732
16187,17.2,45881,12,32738
22685,17.1,54980,13.1,32771
13195,26.4,30955,13.4,32773
4127,6.7,12416,5,32776
19788,35.2,57443,24.5,32808
11015,32.2,28258,19.3,32809
14114,12,27442,8.2,32819
115,-666666666,3280,-666666666,32831
18741,13.4,46058,8.5,32835
8511,12.2,20154,8.3,32836
11548,26.4,23395,15.8,32905
1981,43.7,4152,19.1,32322
2427,24.1,7762,18,32440
17296,11,38112,8.5,32566
1230,19.6,1626,10.9,32625
18812,9.2,43232,5.2,32746
4133,16.4,13001,14.3,32908
10136,5.1,24325,6.4,32832
3748,11.6,9697,7.1,32833
20281,12.1,54051,9.4,32837
19504,20.8,41550,12.4,32935
5528,33.9,14989,20.5,32641
2179,38.3,4311,24.7,32464
2002,15.3,4090,6.5,32667
22859,6.3,65151,5,32765
15466,14.4,46545,10.9,32824
12931,11,26469,5.1,32962
67,-666666666,91,0,32356
3401,6.9,7080,6.2,32266
13170,7.1,37160,6,32065
20077,19.5,35399,10.3,32780
7658,2.8,18761,2,32934
2030,31.6,4660,11.6,32033
10840,3.6,28531,3.1,32003
0,-666666666,1907,-666666666,32026
3019,22.7,6888,9.9,32064
15670,7.5,21943,5.7,32080
4941,0.5,13266,1.5,32081
8993,12.3,19806,5.9,32128
10743,11.7,22149,7.3,32129
73,-666666666,34,100,32133
36672,5.2,54530,2.4,32162
0,-666666666,368,-666666666,32228
9190,27.7,20659,16.8,32305
13034,6.9,31610,5.3,32309
5689,4,14665,2.4,32317
4814,23.6,12673,16.4,32348
2763,15.7,6698,10.2,32352
3804,21.6,7325,11.2,32435
78,-666666666,34,0,32461
1782,20.3,3185,10.1,32502
0,-666666666,702,-666666666,32509
10890,6.3,25550,4.2,32563
0,-666666666,1034,-666666666,32511
0,-666666666,0,-666666666,32530
13550,17.4,8490,4.1,32550
5,-666666666,7606,-666666666,32612
1487,25.9,2896,14.4,30124
1194,7,2864,3.4,30205
1626,46.1,3065,23.7,30833
23454,22.4,58705,14.2,30263
21146,7.7,41839,4.3,30319
72,72.7,210,13.8,30429
6950,7.4,16097,4.7,30009
8823,7.7,24978,5.5,30028
13897,26.2,37218,16.5,30046
0,-666666666,2180,-666666666,30118
65,0,1935,0,30149
0,-666666666,0,-666666666,30164
30,0,96,0,30284
77,0,276,0,30289
0,-666666666,3115,-666666666,30332
0,-666666666,0,-666666666,30334
2812,0,3559,5.5,30363
64,29.6,163,21.6,30449
27,60,47,20,30451
0,-666666666,2079,-666666666,30460
0,-666666666,0,-666666666,30475
4976,12.1,7843,7.5,30536
89,0,219,0,30573
0,-666666666,2291,-666666666,30609
67,0,130,0,30623
17,-666666666,40,0,30751
79,10.5,138,10.5,30756
0,-666666666,394,-666666666,30812
271,0,658,0,30903
0,-666666666,127,-666666666,30912
11687,9.4,35824,5.9,30078
5358,18.6,13190,14,30110
16140,18.6,44114,13.3,30134
3448,18.8,8813,12.5,30755
1138,10.5,7991,8.5,30905
1089,39.7,1802,13.8,30634
15084,25.3,40705,16,30060
1868,10.6,4424,8.5,30565
608,16.6,1277,10.1,30619
2835,14.1,7154,8.2,30710
737,22,1837,11.3,30823
10406,8.9,21487,4.9,30143
21299,8.4,55820,6,30144
1287,10.1,2943,6.8,30170
10468,18.1,25142,12.7,30224
4065,29.3,9470,18.2,30230
0,-666666666,0,-666666666,30275
7853,6,22247,4.4,30277
26126,19.5,67533,11.6,30281
3134,6.5,8677,5.1,30290
12481,10.1,40179,8.4,30045
4516,18.9,11904,13.3,30054
21944,19.6,57658,14.5,30058
19091,5,49080,3.1,30064
3130,14.5,7351,9.9,30108
21914,16.3,46647,11,30067
27284,16.8,67959,12.5,30096
15331,11.8,41642,7.8,30102
23443,9.5,66134,7.9,30135
570,11.2,1427,6.1,30177
11766,15,32729,11.3,30213
2022,22.1,4116,15.3,30222
14321,5.8,35904,3.7,30269
10509,27.3,22085,18.2,30286
9780,18.9,21399,19.5,30291
14519,3.2,23693,3.8,30305
13026,29.6,18099,9,30308
16143,19,26818,7.7,30324
27012,25.4,64492,18.9,30331
15323,6.5,35435,4.3,30338
14346,11,30187,5.7,30342
14742,26.9,38445,17.2,30014
8972,25.6,22697,16.8,30035
916,33.5,2217,14.2,30056
17632,12.4,46442,7.8,30076
15360,16.8,38484,10.3,30084
10924,23.3,29984,16.1,30088
17354,6.2,46905,7.1,30097
954,11.7,1776,3.9,30105
15757,19.6,41253,14,30120
1615,15,4143,11.4,30139
1081,8.1,2024,5.2,30816
238,56.5,622,8.8,30818
5871,30.8,13828,23.2,30830
22328,17,43374,10.5,30909
12681,8.4,29490,6.8,30030
18873,22.9,46214,12.8,30034
15654,15.4,46126,10.3,30039
28392,13.5,88040,9.9,30044
33,0,69,0,30412
4777,32.6,10777,22.1,30417
627,14.1,1339,11.6,30425
9772,27.2,25266,19.2,30241
0,-666666666,656,-666666666,30250
1232,15.1,2886,6.6,30259
9414,19.4,25487,12.8,30260
15598,43,35511,32.7,30315
5574,17.5,15927,11.3,30360
4736,44.4,10823,27.2,30439
18056,33.8,43597,22.5,30458
25,0,83,0,30464
5165,6.9,14657,5.5,30517
11179,12,26683,7.8,30533
13624,10.1,37056,7,30542
4409,26.1,7994,17.2,30553
2777,33.1,4813,13.8,30557
1667,19,3414,12.8,30564
2884,19.3,7736,13.8,30566
15235,7.8,41782,5.9,30294
10439,31.5,28077,23.9,30297
18129,7.6,24744,4.4,30309
2635,51.8,11529,37.8,30313
26653,23.8,54152,16,30318
4940,28.3,12301,14.7,30427
5176,0,6030,4.8,30326
10525,3.1,22655,3.1,30327
16266,26.8,32706,19.1,30344
1343,10.1,2783,11.5,30428
1351,30.6,2911,21.4,30477
14650,17.2,42259,11.8,30228
1893,16.6,4339,9.7,30147
1042,9.2,2316,7.4,30251
795,24.7,2143,20,30733
1107,27.8,2735,14.5,30805
51,0,70,0,30807
641,24.7,1112,16.7,30820
7579,39.3,17025,21.8,30824
8292,55.1,16398,37.6,30901
12382,33.3,25784,20.4,30904
22712,11,51984,6.4,30907
10471,30.2,27605,19.8,30012
10497,13.5,26368,9,30013
15248,12.1,35419,7.3,30092
21366,12.3,65420,8,30047
27708,14.8,55361,9.4,30080
15060,13.9,40003,7.5,30087
6415,11.1,16138,10.1,30103
5438,8.9,14606,5.9,30107
19661,11.3,53210,7.8,30114
14169,5.4,41105,3.8,30115
15080,26.8,35575,17.4,30117
23302,7.1,67688,6.2,30127
14262,11.3,40441,7.7,30132
8825,8,23326,6.2,30141
15561,24.9,34286,14.8,30161
2307,10.4,5544,8.1,30175
19723,27.4,55107,20.2,30093
8066,38,24137,31,30021
241,45.1,484,39.6,30070
415,10.1,727,3.8,30072
16062,11.6,41665,7.2,30126
679,22.9,1807,16.7,30137
3298,15.4,7687,10.6,30554
2272,22.1,5998,14.2,30558
3656,10,4759,8.1,30560
19641,20.9,43716,13,30606
1276,25.1,3256,16.7,30624
2464,8.8,6874,8.4,30628
3858,23.2,9227,13.4,30633
5053,10.6,12063,7,30650
6027,19.1,16129,10.7,30656
3059,23,6594,11.9,30176
13907,14.8,37325,11.3,30180
1381,4,3609,2,30206
11598,13.9,29617,7.1,30214
7659,24.2,14964,14.1,30635
1263,8.2,3188,5.8,30567
946,15.9,2264,6.9,30630
6918,33.4,11949,13.5,30642
8383,21.5,16009,14.5,30643
1582,37.1,3429,24.3,30669
798,20,1242,8.6,30678
17147,8.2,43149,5.3,30736
15450,15.2,42975,10.6,30680
13347,18,33460,12.3,30705
10934,19.2,28382,13.7,30720
16511,10.9,44065,7.8,30813
15948,22,40347,12.5,30815
1330,35.5,1452,18.3,30668
3821,42.2,7626,19,30673
6970,16.1,15956,10,30707
20162,21.2,53461,15.4,30721
0,-666666666,0,-666666666,30726
1390,21.5,2221,17.4,30731
17988,10.9,52688,8.5,30518
2040,35.1,5179,23.6,30520
1645,36,1534,12.4,30537
7274,23.5,18375,15.9,30153
17876,9.6,49342,6.8,30157
16676,29.9,41961,17.2,30165
10800,26.4,26301,17.6,30168
2348,20.3,5799,12.8,30173
6772,21.8,19109,12.3,30179
1636,24.4,4160,11.9,30185
2049,5,5375,7.5,30220
13348,28.1,39110,19.1,30238
3219,40.9,10775,27,30453
258,0,680,23.5,30454
7473,21.5,16665,13.7,30474
2281,16.3,5042,11.7,30521
6970,6.7,12230,5.3,30523
1761,14.1,4377,7.4,30527
12300,19.2,24761,11,30528
4554,22.4,11435,14.1,30529
